# R2D2 grid information
0	0	2
-1	0	0

0	0	0
-1	0.1	-0

0	0.1	2
-1	0	2

1	0.1	-0
-1	0.2	-0

1	0.2	2
-1	0.1	2

1	0.1	2
0	0.1	-0

2	0.2	-0
-1	0.3	-0

2	0.3	2
-1	0.2	2

2	0.2	2
1	0.2	-0

3	0.3	-0
-1	0.4	-0

3	0.4	2
-1	0.3	2

3	0.3	2
2	0.3	-0

4	0.4	-0
-1	0.5	-0

4	0.5	2
-1	0.4	2

4	0.4	2
3	0.4	-0

5	0.5	-0
-1	0.6	-0

5	0.6	2
-1	0.5	2

5	0.5	2
4	0.5	-0

6	0.6	-0
-1	0.7	-0

6	0.7	2
-1	0.6	2

6	0.6	2
5	0.6	-0

7	0.7	-0
-1	0.8	-0

7	0.8	2
-1	0.7	2

7	0.7	2
6	0.7	-0

8	0.8	-0
-1	0.9	-0

8	0.9	2
-1	0.8	2

8	0.8	2
7	0.8	-0

9	0.9	-0
-1	1	-0

9	1	2
-1	0.9	2

9	0.9	2
8	0.9	-0

10	1	-0
-1	1.1	-0

10	1.1	2
-1	1	2

10	1	2
9	1	-0

11	1.1	-0
-1	1.2	-0

11	1.2	2
-1	1.1	2

11	1.1	2
10	1.1	-0

12	1.2	-0
-1	1.3	-0

12	1.3	2
-1	1.2	2

12	1.2	2
11	1.2	-0

13	1.3	-0
-1	1.4	-0

13	1.4	2
-1	1.3	2

13	1.3	2
12	1.3	-0

14	1.4	-0
-1	1.5	-0

14	1.5	2
-1	1.4	2

14	1.4	2
13	1.4	-0

15	1.5	-0
-1	1.6	-0

15	1.6	2
-1	1.5	2

15	1.5	2
14	1.5	-0

16	1.6	-0
-1	1.7	-0

16	1.7	2
-1	1.6	2

16	1.6	2
15	1.6	-0

17	1.7	-0
-1	1.8	-0

17	1.8	2
-1	1.7	2

17	1.7	2
16	1.7	-0

18	1.8	-0
-1	1.9	-0

18	1.9	2
-1	1.8	2

18	1.8	2
17	1.8	-0

19	1.9	-0
-1	2	-0

19	2	2
-1	1.9	2

19	1.9	2
18	1.9	-0

20	2	-0
-1	2.1	-0

20	2.1	2
-1	2	2

20	2	2
19	2	-0

21	2.1	-0
-1	2.2	-0

21	2.2	2
-1	2.1	2

21	2.1	2
20	2.1	-0

22	2.2	-0
-1	2.3	-0

22	2.3	2
-1	2.2	2

22	2.2	2
21	2.2	-0

23	2.3	-0
-1	2.4	-0

23	2.4	2
-1	2.3	2

23	2.3	2
22	2.3	-0

24	2.4	-0
-1	2.5	-0

24	2.5	2
-1	2.4	2

24	2.4	2
23	2.4	-0

25	2.5	-0
-1	2.6	-0

25	2.6	2
-1	2.5	2

25	2.5	2
24	2.5	-0

26	2.6	-0
-1	2.7	-0

26	2.7	2
-1	2.6	2

26	2.6	2
25	2.6	-0

27	2.7	-0
-1	2.8	-0

27	2.8	2
-1	2.7	2

27	2.7	2
26	2.7	-0

28	2.8	-0
-1	2.9	-0

28	2.9	2
-1	2.8	2

28	2.8	2
27	2.8	-0

29	2.9	-0
-1	3	-0

29	3	2
-1	2.9	2

29	2.9	2
28	2.9	-0

30	3	-0
-1	3.1	-0

30	3.1	2
-1	3	2

30	3	2
29	3	-0

31	3.1	-0
-1	3.2	-0

31	3.2	2
-1	3.1	2

31	3.1	2
30	3.1	-0

32	3.2	-0
-1	3.3	-0

32	3.3	2
-1	3.2	2

32	3.2	2
31	3.2	-0

33	3.3	-0
-1	3.4	-0

33	3.4	2
-1	3.3	2

33	3.3	2
32	3.3	-0

34	3.4	-0
-1	3.5	-0

34	3.5	2
-1	3.4	2

34	3.4	2
33	3.4	-0

35	3.5	-0
-1	3.6	-0

35	3.6	2
-1	3.5	2

35	3.5	2
34	3.5	-0

36	3.6	-0
-1	3.7	-0

36	3.7	2
-1	3.6	2

36	3.6	2
35	3.6	-0

37	3.7	-0
-1	3.8	-0

37	3.8	2
-1	3.7	2

37	3.7	2
36	3.7	-0

38	3.8	-0
-1	3.9	-0

38	3.9	2
-1	3.8	2

38	3.8	2
37	3.8	-0

39	3.9	-0
-1	4	-0

39	4	2
-1	3.9	2

39	3.9	2
38	3.9	-0

40	4	-0
-1	4.1	-0

40	4.1	2
-1	4	2

40	4	2
39	4	-0

41	4.1	-0
-1	4.2	-0

41	4.2	2
-1	4.1	2

41	4.1	2
40	4.1	-0

42	4.2	-0
-1	4.3	-0

42	4.3	2
-1	4.2	2

42	4.2	2
41	4.2	-0

43	4.3	-0
-1	4.4	-0

43	4.4	2
-1	4.3	2

43	4.3	2
42	4.3	-0

44	4.4	-0
-1	4.5	-0

44	4.5	2
-1	4.4	2

44	4.4	2
43	4.4	-0

45	4.5	-0
-1	4.6	-0

45	4.6	2
-1	4.5	2

45	4.5	2
44	4.5	-0

46	4.6	-0
-1	4.7	-0

46	4.7	2
-1	4.6	2

46	4.6	2
45	4.6	-0

47	4.7	-0
-1	4.8	-0

47	4.8	2
-1	4.7	2

47	4.7	2
46	4.7	-0

48	4.8	-0
-1	4.9	-0

48	4.9	2
-1	4.8	2

48	4.8	2
47	4.8	-0

49	4.9	-0
-1	5	-0

49	5	2
-1	4.9	2

49	4.9	2
48	4.9	-0

50	5	-0
-1	5.1	-0

50	5.1	2
-1	5	2

50	5	2
49	5	-0

51	5.1	-0
-1	5.2	-0

51	5.2	2
-1	5.1	2

51	5.1	2
50	5.1	-0

52	5.2	-0
-1	5.3	-0

52	5.3	2
-1	5.2	2

52	5.2	2
51	5.2	-0

53	5.3	-0
-1	5.4	-0

53	5.4	2
-1	5.3	2

53	5.3	2
52	5.3	-0

54	5.4	-0
-1	5.5	-0

54	5.5	2
-1	5.4	2

54	5.4	2
53	5.4	-0

55	5.5	-0
-1	5.6	-0

55	5.6	2
-1	5.5	2

55	5.5	2
54	5.5	-0

56	5.6	-0
-1	5.7	-0

56	5.7	2
-1	5.6	2

56	5.6	2
55	5.6	-0

57	5.7	-0
-1	5.8	-0

57	5.8	2
-1	5.7	2

57	5.7	2
56	5.7	-0

58	5.8	-0
-1	5.9	-0

58	5.9	2
-1	5.8	2

58	5.8	2
57	5.8	-0

59	5.9	-0
-1	6	-0

59	6	2
-1	5.9	2

59	5.9	2
58	5.9	-0

60	6	-0
-1	6.1	-0

60	6.1	2
-1	6	2

60	6	2
59	6	-0

61	6.1	-0
-1	6.2	-0

61	6.2	2
-1	6.1	2

61	6.1	2
60	6.1	-0

62	6.2	-0
-1	6.3	-0

62	6.3	2
-1	6.2	2

62	6.2	2
61	6.2	-0

63	6.3	-0
-1	6.4	-0

63	6.4	2
-1	6.3	2

63	6.3	2
62	6.3	-0

64	6.4	-0
-1	6.5	-0

64	6.5	2
-1	6.4	2

64	6.4	2
63	6.4	-0

65	6.5	-0
-1	6.6	-0

65	6.6	2
-1	6.5	2

65	6.5	2
64	6.5	-0

66	6.6	-0
-1	6.7	-0

66	6.7	2
-1	6.6	2

66	6.6	2
65	6.6	-0

67	6.7	-0
-1	6.8	-0

67	6.8	2
-1	6.7	2

67	6.7	2
66	6.7	-0

68	6.8	-0
-1	6.9	-0

68	6.9	2
-1	6.8	2

68	6.8	2
67	6.8	-0

69	6.9	-0
-1	7	-0

69	7	2
-1	6.9	2

69	6.9	2
68	6.9	-0

70	7	-0
-1	7.1	-0

70	7.1	2
-1	7	2

70	7	2
69	7	-0

71	7.1	-0
-1	7.2	-0

71	7.2	2
-1	7.1	2

71	7.1	2
70	7.1	-0

72	7.2	-0
-1	7.3	-0

72	7.3	2
-1	7.2	2

72	7.2	2
71	7.2	-0

73	7.3	-0
-1	7.4	-0

73	7.4	2
-1	7.3	2

73	7.3	2
72	7.3	-0

74	7.4	-0
-1	7.5	-0

74	7.5	2
-1	7.4	2

74	7.4	2
73	7.4	-0

75	7.5	-0
-1	7.6	-0

75	7.6	2
-1	7.5	2

75	7.5	2
74	7.5	-0

76	7.6	-0
-1	7.7	-0

76	7.7	2
-1	7.6	2

76	7.6	2
75	7.6	-0

77	7.7	-0
-1	7.8	-0

77	7.8	2
-1	7.7	2

77	7.7	2
76	7.7	-0

78	7.8	-0
-1	7.9	-0

78	7.9	2
-1	7.8	2

78	7.8	2
77	7.8	-0

79	7.9	-0
-1	8	-0

79	8	2
-1	7.9	2

79	7.9	2
78	7.9	-0

80	8	-0
-1	8.1	-0

80	8.1	2
-1	8	2

80	8	2
79	8	-0

81	8.1	-0
-1	8.2	-0

81	8.2	2
-1	8.1	2

81	8.1	2
80	8.1	-0

82	8.2	-0
-1	8.3	-0

82	8.3	2
-1	8.2	2

82	8.2	2
81	8.2	-0

83	8.3	-0
-1	8.4	-0

83	8.4	2
-1	8.3	2

83	8.3	2
82	8.3	-0

84	8.4	-0
-1	8.5	-0

84	8.5	2
-1	8.4	2

84	8.4	2
83	8.4	-0

85	8.5	-0
-1	8.6	-0

85	8.6	2
-1	8.5	2

85	8.5	2
84	8.5	-0

86	8.6	-0
-1	8.7	-0

86	8.7	2
-1	8.6	2

86	8.6	2
85	8.6	-0

87	8.7	-0
-1	8.8	-0

87	8.8	2
-1	8.7	2

87	8.7	2
86	8.7	-0

88	8.8	-0
-1	8.9	-0

88	8.9	2
-1	8.8	2

88	8.8	2
87	8.8	-0

89	8.9	-0
-1	9	-0

89	9	2
-1	8.9	2

89	8.9	2
88	8.9	-0

90	9	-0
-1	9.1	-0

90	9.1	2
-1	9	2

90	9	2
89	9	-0

91	9.1	-0
-1	9.2	-0

91	9.2	2
-1	9.1	2

91	9.1	2
90	9.1	-0

92	9.2	-0
-1	9.3	-0

92	9.3	2
-1	9.2	2

92	9.2	2
91	9.2	-0

93	9.3	-0
-1	9.4	-0

93	9.4	2
-1	9.3	2

93	9.3	2
92	9.3	-0

94	9.4	-0
-1	9.5	-0

94	9.5	2
-1	9.4	2

94	9.4	2
93	9.4	-0

95	9.5	-0
-1	9.6	-0

95	9.6	2
-1	9.5	2

95	9.5	2
94	9.5	-0

96	9.6	-0
-1	9.7	-0

96	9.7	2
-1	9.6	2

96	9.6	2
95	9.6	-0

97	9.7	-0
-1	9.8	-0

97	9.8	2
-1	9.7	2

97	9.7	2
96	9.7	-0

98	9.8	-0
-1	9.9	-0

98	9.9	2
-1	9.8	2

98	9.8	2
97	9.8	-0

99	9.9	-0
-1	10	0

99	10	0
-1	10	2

99	10	2
-1	9.9	2

99	9.9	2
98	9.9	-0

